abbrutire	-2
abissale	-2
abominare	-2
abominevole	-2
abominio	-2
aborrito	-2
abusando	-2
abusante	-2
abusanti	-2
abusati	-2
accusa	-2
accusando	-2
accusare	-2
afflizione	-2
aggressione	-2
aggressività	-2
aggressivo	-2
aggressore	-2
agonia	-2
alluvione	-2
amore+di+sé	+2
angoscia	-2
applicato+erroneamente	-2
arrabbiato	-2
arrogante	-2
arroganza	-2
assetato+di+sangue	-2
assurdità	-2
assurdo	-2
atroce	-2
atrocità	-2
avversi	-2
avvoltoio	-2
bandito	-2
barbarie	-2
barbaro	-2
bastardo	-2
becco	-2
bestiale	-2
brutale	-2
brutalità	-2
brutalizzati	-2
brutalizzazione	-2
bugiardo	-2
burbero	-2
calamitoso	-2
calunnioso	-2
calvario	-2
caos	-2
catastrofe	-2
catastrofico	-2
cattiveria	-2
cavolo	-2
cazzo	-2
cecità	-2
codardia	-2
codardo	-2
colpevolezza	-2
condanna	-2
condannabile	-2
condannare	-2
conflitto	-2
contrabbandiere	-2
corrompe	-2
corrotto	-2
corruzione	-2
coscienza+sporca	-2
cospirazione	-2
criminalità	-2
crisi	-2
critica	-2
criticando	-2
criticare	-2
criticato	-2
critico	-2
crocifiggere	-2
crollato	-2
crollo	-2
crudele	-2
crudeltà	-2
decaduto	-2
decrepito	-2
delinquenza	-2
demoniaco	-2
denigrare	-2
denigratorio	-2
depressione	-2
deridere	-2
desolato	-2
detesta	-2
detestabile	-2
devastante	-2
devastazione	-2
di+merda	-2
difetto	-2
diffamatorio	-2
disastro	-2
disastroso	-2
discordia	-2
disgustata	-2
disgustato	-2
disgusto	-2
disgustosamente	-2
disgustoso	-2
disperato	-2
disperazione	-2
disprezzare	-2
disprezzo	-2
dissimulare	-2
distruttivo	-2
disumano	-2
dolore	-2
doloroso	-2
drammatico	-2
egoismo	-2
egotismo	-2
empurpled	-2
esasperante	-2
esecrabile	-2
esecrare	-2
esecrazione	-2
esilio	-2
espellere	-2
fa+paura	-2
fallire	-2
falsificare	-2
farabutto	-2
fatale	-2
fatalità	-2
ferire	-2
feroce	-2
ferocemente	-2
fetido	-2
figlio+di+puttana	-2
figlio+di+una+cagna	-2
fregare	-2
funesto	-2
furibondo	-2
furioso	-2
furore	-2
grosso+problema	-2
guai	-2
idiota	-2
idiotismo	-2
idiozia	-2
ignari	-2
ignorante	-2
imbestialire	-2
imbrogliare	-2
immondo	-2
immorale	-2
impudente	-2
incauto	-2
incazzato	-2
inconsolabile	-2
incubo	-2
indignato	-2
indignazione	-2
inetto	-2
infausto	-2
inferi	-2
inferno	-2
inferno+in+terra	-2
inferno+sulla+terra	-2
infido	-2
inorridire	-2
inorridito	-2
insolenza	-2
insopportabile	-2
insulto	-2
intimidazione	-2
intimidire	-2
intollerante	-2
ipocrita	-2
ira	-2
irato	-2
istupidire	-2
killer	-2
languire	-2
letale	-2
letalità	-2
linguaggio+offensivo	-2
lussuria	-2
lutto	-2
macabro	-2
macello	-2
malavita	-2
malignità	-2
malinconia	-2
maliziosamente	-2
malvagità	-2
marcio	-2
merda	-2
merdoso	-2
minacce	-2
minacciare	-2
minaccioso	-2
minare	-2
minatorio	-2
miserabile	-2
miseramente	-2
miseria	-2
misfatto	-2
moribondo	-2
mortale	-2
morti	-2
mortificare	-2
mostruosamente	-2
mostruosità	-2
mostruoso	-2
mutilare	-2
nauseante	-2
nocivo	-2
odia	-2
odiato	-2
odio	-2
odiosamente	-2
odioso	-2
offendere	-2
offensivamente	-2
offensività	-2
offensivo	-2
orrendo	-2
orribile	-2
orribilmente	-2
orrido	-2
orripilante	-2
orrore	-2
panico	-2
pasticciare	-2
pasticciato	-2
pazzo	-2
penale	-2
perdita+dell'udito	-2
perdizione	-2
pericoloso	-2
pervertito	-2
pesantemente+criticato	-2
pessimistico	-2
polvere+radioattiva	-2
poppa	-2
prevaricatore	-2
procurarsi+con+l'inganno	-2
puzzolente	-2
rabbia	-2
razzista	-2
repellente	-2
riprovevole	-2
ripugnante	-2
ripugnanza	-2
ritardo+mentale	-2
rivoltante	-2
rubacchiare	-2
rude	-2
scandalo	-2
scandaloso	-2
schiacciamento	-2
schifoso	-2
scioccante	-2
sconsiderato	-2
sconsolato	-2
scontro	-2
sconvolto	-2
screditare	-2
selvaggio	-2
senso+di+colpa	-2
senza+amore	-2
senza+cervello	-2
sequestrare	-2
sete+di+vendetta	-2
sfacciato	-2
sgomento	-2
sguardo+torvo	-2
shock	-2
smodato	-2
snitch	-2
sofferenza	-2
sordità	-2
spaventevole	-2
spaventosamente	-2
spaventoso	-2
spietato	-2
spregevole	-2
squallido	-2
squallore	-2
strangolato	-2
stronzo	-2
stupido	-2
succhiacazzi	-2
svantaggioso	-2
tempesta	-2
teppista	-2
terribile	-2
terribilità	-2
terribilmente	-2
terrore	-2
testa+calda	-2
testa+di+cazzo	-2
tetra	-2
tirannico	-2
tormento	-2
tortura	-2
tragedia	-2
tragico	-2
travisare	-2
truce	-2
truffa	-2
truffato	-2
uccidere	-2
uccisione	-2
uccisore	-2
umiliare	-2
umiliazione	-2
vandalo	-2
velenoso	-2
vergogna	-2
vergognoso	-2
vicolo+cieco	-2
vile	-2
violazione	-2
adorabile	+2
adorazione	+2
affascinante	+2
altruismo	+2
amato	+2
ambrosia	+2
ammirando	+2
ammirazione	+2
ammirevole	+2
angelica	+2
angelico	+2
angelo	+2
beatitudine	+2
beato	+2
benedetto	+2
brillante	+2
celebrazione	+2
delizia	+2
delizioso	+2
di+prim'ordine	+2
di+prima+classe	+2
di+successo	+2
divino	+2
eccellente	+2
eccellenza	+2
efficacia	+2
elogio	+2
entusiasmo	+2
entusiasta	+2
entusiasticamente	+2
eroe	+2
eroico	+2
eroismo	+2
esilarante	+2
esultante	+2
esultanza	+2
esultare	+2
euforia	+2
euforico	+2
fantastico	+2
fascino	+2
favoloso	+2
felicissimo	+2
fiorente	+2
fioritura	+2
formidabile	+2
gaio	+2
geniale	+2
genio	+2
gioia	+2
giubilante	+2
gloria	+2
glorioso	+2
godendo	+2
grandiosità	+2
ideale	+2
idolo	+2
illustre	+2
impeccabile	+2
impressionante	+2
innovativo	+2
ispirando	+2
magnificamente	+2
magnificenza	+2
magnifico	+2
meraviglia	+2
meravigliosa	+2
meraviglioso	+2
migliore	+2
migliori	+2
mirabilmente	+2
miracolo	+2
miracoloso	+2
mozzafiato	+2
nobel	+2
onorati	+2
onore	+2
ottimale	+2
perfettamente	+2
perfetto	+2
prestigio	+2
prodigio	+2
radiante	+2
raggiante	+2
reazione+positiva	+2
sbalorditivo	+2
socievole	+2
spettacolare	+2
splendente	+2
splendido	+2
splendore	+2
squisito	+2
straordinario	+2
super	+2
superbo	+2
supremo	+2
talento	+2
tesoro	+2
trionfo	+2
vincere	+2
vincitore	+2
vinto	+2
abbandonare	-1
abbandonato	-1
abbandono	-1
abbattuto	-1
abusivo	-1
abuso	-1
accusato	-1
acidulo	-1
aggravamento	-1
aggravare	-1
aggravato	-1
agguato	-1
agitare	-1
agitato	-1
agitatore	-1
agitazione	-1
allarmante	-1
allarme	-1
amaro	-1
ammalarsi	-1
amorale	-1
analfabeta	-1
anarchico	-1
annullare	-1
anoressica	-1
ansia	-1
ansioso	-1
antiquato	-1
apatia	-1
apatico	-1
appassimento	-1
apprensione	-1
appropriarsi+indebitamente	-1
arrancare	-1
arretratezza	-1
aspro	-1
assalitore	-1
assediati	-1
assente	-1
assenza	-1
astio	-1
atrofia	-1
avaro	-1
avidamente	-1
avidità	-1
avido	-1
avvertire	-1
avvertito	-1
avvilire	-1
banale	-1
banalità	-1
battaglia	-1
bavaglio	-1
beccare	-1
belligerante	-1
belligeranza	-1
bizza	-1
blocco	-1
brivido	-1
broncio	-1
brullo	-1
brutto	-1
burocratico	-1
burocrazia	-1
buttare+fuori	-1
buttare+via	-1
caduto	-1
cancellazione	-1
caotico	-1
capriccioso	-1
carcere	-1
carente	-1
carenza	-1
cariato	-1
cattiva+condotta	-1
cattiva+gestione	-1
cattiveria	-1
cattività	-1
censura	-1
censurato	-1
che+interessano	-1
cinico	-1
cipiglio	-1
collisione	-1
colpa	-1
colpevole	-1
colpisce	-1
colpite	-1
colpo	-1
combattere	-1
combattuto	-1
combustione	-1
complicanza	-1
complicare	-1
complicato	-1
compromettere	-1
compunzione	-1
con+riluttanza	-1
conato+di+vomito	-1
confondere	-1
confusione	-1
confuso	-1
congelare	-1
contrabbandiere	-1
contraddizione	-1
contraffazione	-1
contrastare	-1
contrita	-1
contrito	-1
contrizione	-1
controversia	-1
controverso	-1
contuso	-1
costo	-1
costoso	-1
cupo	-1
danneggiamento	-1
danneggiato	-1
danni	-1
danno	-1
dannoso	-1
debole	-1
debolezza	-1
declino	-1
decomporsi	-1
deficit	-1
degradare	-1
delinquente	-1
deludente	-1
deludere	-1
delusione	-1
demoralizzante	-1
demoralizzare	-1
demoralizzato	-1
demoralizzazione	-1
denuncia	-1
denunciare	-1
deplorevole	-1
depressivi	-1
depresso	-1
deprime	-1
deprimente	-1
deprimere	-1
deterioramento	-1
deteriorarsi	-1
deteriorata	-1
difetto	-1
difettoso	-1
difficile	-1
difficoltà	-1
dilettante	-1
dimenticanza	-1
dimissioni	-1
dirompenti	-1
disagio	-1
disappunto	-1
disconoscimento	-1
disobbediente	-1
disonestà	-1
disorganizzato	-1
disorientare	-1
dissenso	-1
distressed	-1
distruggere	-1
distruttività	-1
disturbare	-1
dolente	-1
dominare	-1
dominazione	-1
drammatico	-1
dubbio	-1
duro	-1
eccessivo	-1
effetto+collaterale	-1
egoismo	-1
egoista	-1
emergenza	-1
enormità	-1
equivoco	-1
errore	-1
esasperare	-1
esasperazione	-1
escludere	-1
esclusione	-1
esitante	-1
esorbitante	-1
esplosione	-1
essere+malato	-1
evasione	-1
fa+male	-1
fallimento	-1
falsare	-1
falso	-1
famigerato	-1
fascino	-1
fastidioso	-1
fatica	-1
faul	-1
ferita	-1
ferito	-1
fiasco	-1
fievole	-1
fingere	-1
finto	-1
fioco	-1
flagrante	-1
forzato	-1
fragile	-1
frainteso	-1
freddo	-1
freno	-1
frode	-1
frottola	-1
frusta	-1
frustrante	-1
frustrato	-1
frustrazione	-1
fuggito	-1
fuorilegge	-1
gelosia	-1
geloso	-1
gioco+d'azzardo	-1
goffaggine	-1
goffo	-1
gongolando	-1
grave	-1
guasto	-1
ignaro	-1
ignoranza	-1
illecito	-1
illegale	-1
illegittimo	-1
illogico	-1
imbarazzato	-1
imbarazzo	-1
imboscata	-1
immaturo	-1
immemore	-1
immobilizzare	-1
impazienza	-1
impertinente	-1
impopolare	-1
imprecise	-1
imprevisto	-1
improprio	-1
imprudenza	-1
impulsivo	-1
in+calo	-1
in+sospeso	-1
inadeguatezza	-1
inappropriato	-1
inaspettato	-1
incapace	-1
incivile	-1
incoerente	-1
incolto	-1
incompetente	-1
incompetenza	-1
incompleto	-1
incomprensibile	-1
incomprensibilità	-1
incostante	-1
incurabile	-1
incurante	-1
indecenza	-1
indecisione	-1
indeciso	-1
indecoroso	-1
indegno	-1
indietreggiare	-1
indisciplinato	-1
indispettire	-1
indistintamente	-1
inefficienza	-1
inesperto	-1
inettitudine	-1
infame	-1
infantile	-1
infastidire	-1
infelice	-1
infelicità	-1
infermità	-1
inflessibile	-1
infrazione	-1
infruttuoso	-1
ingannare	-1
ingiustificato	-1
ingiusto	-1
ingrato	-1
inimicizia	-1
inquietante	-1
inquieto	-1
inquinamento	-1
insensibile	-1
insorto	-1
insubordinato	-1
insufficiente	-1
interblocco	-1
intimiditi	-1
intoppo	-1
intransigente	-1
invasive	-1
invidia	-1
invidioso	-1
ipocrisia	-1
irascibile	-1
irascibilità	-1
irragionevole	-1
irragionevolezza	-1
irrazionale	-1
irregolare	-1
irritante	-1
irritare	-1
irritato	-1
irritazione	-1
istericamente	-1
isterico	-1
isterismo	-1
ladro	-1
lamento	-1
lato+effetto	-1
lentezza	-1
lento	-1
limitazione	-1
liquidare	-1
livido	-1
lotta	-1
lotte	-1
lucro	-1
lugubre	-1
lunatico	-1
macchia	-1
mal+di+testa	-1
malaticcio	-1
malato	-1
malattia	-1
malcontento	-1
male	-1
maleducato	-1
malevolenza	-1
malevolmente	-1
maligno	-1
malizia	-1
mancanza	-1
mancanza+di+rispetto	-1
mania	-1
manipolativo	-1
mediocre	-1
mentire	-1
menzogna	-1
militante	-1
minaccia	-1
misantropo	-1
misoneismo	-1
mistificare	-1
mistificazione	-1
molestare	-1
molestati	-1
molestie	-1
molesto	-1
monotonia	-1
monotono	-1
morte	-1
nascondere	-1
negare	-1
negatività	-1
negativo	-1
negligente	-1
negligenza	-1
nemico	-1
nervosismo	-1
nervoso	-1
nocivi	-1
noia	-1
noioso	-1
non+qualificato	-1
obbligare	-1
obsoleto	-1
offuscato	-1
omissione	-1
omofobico	-1
onere	-1
oppressione	-1
oppresso	-1
opprimente	-1
origliare	-1
oscenità	-1
ossessione	-1
ossessivo	-1
ostacolo	-1
ostile	-1
ostilità	-1
ozio	-1
